date,ca_esp,ca_cb,jeton,fidelite,remb,ca_tot
2024-02-20,43.7,28.0,0.0,0.0,0.0,71.7
2024-02-21,58.5,38.5,0.0,0.0,-10.0,97.0
2024-02-22,67.4,105.5,0.0,0.0,0.0,172.9
2024-02-23,44.9,72.5,0.0,0.0,-10.0,117.4
2024-02-24,68.5,70.7,0.0,0.0,0.0,139.2
2024-02-25,97.6,132.2,0.0,0.0,0.0,229.8
2024-02-26,47.5,64.2,0.0,0.0,-10.0,111.7
2024-02-27,40.0,21.5,0.0,0.0,0.0,61.5
2024-02-28,39.0,136.4,0.0,0.0,-10.0,175.4
2024-02-29,88.4,59.0,0.0,0.0,0.0,147.4
2024-03-01,26.5,149.7,0.0,0.0,-10.0,176.2
2024-03-02,116.2,153.9,0.0,0.0,0.0,270.1
2024-03-03,96.3,118.9,0.0,0.0,0.0,215.2
2024-03-04,32.7,60.8,0.0,0.0,-10.0,93.5
2024-03-05,27.2,76.0,0.0,0.0,0.0,103.2
2024-03-06,25.0,95.2,0.0,0.0,-10.0,120.2
2024-03-07,45.2,94.3,0.0,0.0,0.0,139.5
2024-03-08,50.0,99.7,0.0,0.0,0.0,149.7
2024-03-09,41.5,32.5,0.0,0.0,0.0,74.0
2024-03-10,102.1,110.1,0.0,0.0,0.0,212.2
2024-03-11,50.2,84.0,0.0,0.0,-20.0,134.2
2024-03-12,35.7,38.0,0.0,0.0,-25.0,73.7
2024-03-13,69.9,76.9,0.0,0.0,-10.0,146.8
2024-03-14,18.5,75.2,0.0,0.0,0.0,93.7
2024-03-15,44.4,39.0,0.0,0.0,0.0,83.4
2024-03-16,63.2,42.5,0.0,0.0,-25.0,105.7
2024-03-17,94.9,94.0,0.0,0.0,0.0,188.9
2024-03-18,87.4,52.2,0.0,0.0,0.0,139.6
2024-03-19,98.9,55.5,0.0,0.0,0.0,154.4
2024-03-20,49.7,86.4,0.0,0.0,-10.0,136.1
2024-03-21,44.0,114.5,0.0,0.0,0.0,158.5
2024-03-22,11.0,103.2,0.0,0.0,-10.0,114.2
2024-03-23,51.2,147.6,0.0,0.0,0.0,198.8
2024-03-24,51.4,119.4,0.0,0.0,-10.0,170.8
2024-03-25,62.7,51.0,0.0,0.0,0.0,113.7
2024-03-26,44.7,73.2,0.0,0.0,0.0,117.9
2024-03-27,36.0,57.8,0.0,0.0,0.0,93.8
2024-03-28,16.5,51.4,0.0,0.0,0.0,67.9
2024-03-29,37.5,51.7,0.0,0.0,0.0,89.2
2024-03-30,118.8,112.9,0.0,0.0,0.0,231.7
2024-03-31,28.0,126.7,0.0,0.0,0.0,154.7
2024-04-01,116.0,46.0,0.0,0.0,0.0,162.0
2024-04-02,36.0,33.0,0.0,0.0,0.0,69.0
2024-04-03,55.2,53.9,0.0,0.0,0.0,109.1
2024-04-04,44.0,79.0,0.0,0.0,0.0,123.0
2024-04-05,64.2,92.1,0.0,0.0,0.0,156.3
2024-04-06,72.5,22.0,0.0,0.0,0.0,94.5
2024-04-07,124.9,62.5,0.0,0.0,0.0,187.4
2024-04-08,34.2,108.4,0.0,0.0,0.0,142.6
2024-04-09,26.4,74.2,0.0,0.0,0.0,100.6
2024-04-10,18.5,33.0,0.0,0.0,0.0,51.5
2024-04-11,102.8,84.2,0.0,0.0,0.0,187.0
2024-04-12,106.0,93.5,0.0,0.0,0.0,199.5
2024-04-13,79.7,83.5,0.0,0.0,0.0,163.2
2024-04-14,87.7,82.5,0.0,0.0,0.0,170.2
2024-04-15,31.5,61.2,0.0,0.0,0.0,92.7
2024-04-16,39.5,69.0,0.0,0.0,0.0,108.5
2024-04-17,34.5,114.9,0.0,0.0,0.0,149.4
2024-04-18,79.9,25.0,0.0,0.0,0.0,104.9
2024-04-19,84.7,13.5,0.0,0.0,0.0,98.2
2024-04-20,85.9,126.2,0.0,0.0,0.0,212.1
2024-04-21,72.2,113.5,0.0,0.0,0.0,185.7
2024-04-22,33.0,70.5,0.0,0.0,0.0,103.5
2024-04-23,76.0,76.0,0.0,0.0,0.0,152.0
2024-04-24,66.7,76.0,0.0,0.0,-4.5,142.7
2024-04-25,65.3,14.0,0.0,0.0,0.0,79.3
2024-04-26,97.8,125.5,0.0,0.0,0.0,223.3
2024-04-27,106.0,83.1,0.0,0.0,0.0,189.1
2024-04-28,106.6,70.5,0.0,0.0,0.0,177.1
2024-04-29,53.3,158.7,0.0,0.0,0.0,212.0
2024-04-30,23.5,63.2,0.0,0.0,0.0,86.7
2024-05-01,44.5,98.9,0.0,0.0,0.0,143.4
2024-05-02,49.1,147.6,0.0,0.0,0.0,196.7
2024-05-03,75.5,125.5,0.0,0.0,0.0,201.0
2024-05-04,66.9,82.2,0.0,0.0,0.0,149.1
2024-05-05,47.2,61.7,0.0,0.0,0.0,108.9
2024-05-06,54.5,122.7,0.0,0.0,0.0,177.2
2024-05-07,83.9,47.7,0.0,0.0,0.0,131.6
2024-05-08,35.5,47.5,0.0,0.0,0.0,83.0
2024-05-09,70.5,115.0,0.0,0.0,0.0,185.5
2024-05-10,49.7,82.7,0.0,0.0,0.0,132.4
2024-05-11,30.7,85.1,0.0,0.0,0.0,115.8
2024-05-12,112.0,57.0,0.0,0.0,0.0,169.0
2024-05-13,84.4,131.4,0.0,0.0,0.0,215.8
2024-05-14,64.2,56.6,0.0,0.0,0.0,120.8
2024-05-15,20.7,62.0,0.0,0.0,0.0,82.7
2024-05-16,85.3,131.4,0.0,0.0,-4.5,216.7
2024-05-17,65.5,62.4,0.0,0.0,0.0,127.9
2024-05-18,77.1,167.6,0.0,0.0,0.0,244.7
2024-05-19,61.7,39.0,0.0,0.0,0.0,100.7
2024-05-20,80.5,33.0,0.0,0.0,0.0,113.5
2024-05-21,53.6,61.2,0.0,0.0,0.0,114.8
2024-05-22,84.7,67.2,0.0,0.0,0.0,151.9
2024-05-23,97.0,74.5,0.0,0.0,0.0,171.5
2024-05-24,81.7,102.4,0.0,0.0,0.0,184.1
2024-05-25,78.0,49.2,0.0,0.0,0.0,127.2
2024-05-26,92.5,61.7,0.0,0.0,0.0,154.2
2024-05-27,108.4,54.2,0.0,0.0,0.0,162.6
2024-05-28,5.0,52.7,0.0,0.0,0.0,57.7
2024-05-29,57.4,61.7,0.0,0.0,0.0,119.1
2024-05-30,70.5,64.7,0.0,0.0,0.0,135.2
2024-05-31,37.0,54.2,0.0,0.0,0.0,91.2
2024-06-01,71.0,97.8,0.0,0.0,0.0,168.8
2024-06-02,57.0,71.5,0.0,0.0,0.0,128.5
2024-06-03,55.5,41.0,0.0,0.0,0.0,96.5
2024-06-04,71.7,0.0,0.0,0.0,0.0,71.7
2024-06-05,80.0,102.0,0.0,0.0,0.0,182.0
2024-06-06,84.7,160.5,0.0,0.0,0.0,245.2
2024-06-07,9.0,63.0,0.0,0.0,0.0,72.0
2024-06-08,59.2,171.6,0.0,0.0,0.0,230.8
2024-06-09,93.2,41.0,0.0,0.0,0.0,134.2
2024-06-10,67.7,17.7,0.0,0.0,0.0,85.4
2024-06-11,99.6,104.8,0.0,0.0,0.0,204.4
2024-06-12,85.0,57.5,0.0,0.0,0.0,142.5
2024-06-13,109.1,62.4,0.0,0.0,-4.5,171.5
2024-06-14,41.8,57.4,0.0,0.0,0.0,99.2
2024-06-15,111.0,75.0,0.0,0.0,0.0,186.0
2024-06-16,110.1,117.2,0.0,0.0,0.0,227.3
2024-06-17,48.5,75.0,0.0,0.0,0.0,123.5
2024-06-18,76.0,25.5,0.0,0.0,0.0,101.5
2024-06-19,11.5,48.0,0.0,0.0,0.0,59.5
2024-06-20,41.5,84.7,0.0,0.0,0.0,126.2
2024-06-21,40.2,57.2,0.0,0.0,0.0,97.4
2024-06-22,34.0,35.2,0.0,0.0,0.0,69.2
2024-06-23,72.2,61.9,0.0,0.0,0.0,134.1
2024-06-24,102.7,94.5,0.0,0.0,0.0,197.2
2024-06-25,84.7,93.7,0.0,0.0,0.0,178.4
2024-06-26,55.0,209.8,0.0,0.0,0.0,264.8
2024-06-27,64.0,81.9,0.0,0.0,0.0,145.9
2024-06-28,65.6,118.7,0.0,0.0,0.0,184.3
2024-06-29,90.5,89.0,0.0,0.0,0.0,179.5
2024-06-30,59.7,86.4,0.0,0.0,0.0,146.1
2024-07-01,25.2,62.5,0.0,0.0,0.0,87.7
2024-07-02,106.4,59.4,0.0,0.0,0.0,165.8
2024-07-03,26.7,26.7,0.0,0.0,0.0,53.4
2024-07-04,57.5,96.9,0.0,0.0,0.0,154.4
2024-07-05,84.8,64.6,0.0,0.0,0.0,149.4
2024-07-06,18.5,96.4,0.0,0.0,0.0,114.9
2024-07-07,72.9,110.7,0.0,0.0,0.0,183.6
2024-07-08,38.0,109.9,0.0,0.0,0.0,147.9
2024-07-09,51.0,79.4,0.0,0.0,0.0,130.4
2024-07-10,64.0,170.9,0.0,0.0,0.0,234.9
2024-07-11,50.5,189.7,0.0,0.0,0.0,240.2
2024-07-12,46.1,74.7,0.0,0.0,0.0,120.8
2024-07-13,84.3,143.5,0.0,0.0,0.0,227.8
2024-07-14,61.0,51.5,0.0,0.0,0.0,112.5
2024-07-15,34.2,71.4,0.0,0.0,0.0,105.6
2024-07-16,74.9,90.2,0.0,0.0,0.0,165.1
2024-07-17,178.2,104.5,0.0,0.0,0.0,282.7
2024-07-18,26.0,88.2,0.0,0.0,0.0,114.2
2024-07-19,104.9,118.7,0.0,0.0,0.0,223.6
2024-07-20,45.7,200.6,0.0,0.0,0.0,246.3
2024-07-21,51.2,88.2,0.0,0.0,0.0,139.4
2024-07-22,80.4,40.2,0.0,0.0,0.0,120.6
2024-07-23,37.5,49.5,0.0,0.0,0.0,87.0
2024-07-24,95.0,115.4,0.0,0.0,0.0,210.4
2024-07-25,134.9,106.9,0.0,0.0,0.0,241.8
2024-07-26,69.7,36.2,0.0,0.0,0.0,105.9
2024-07-27,69.8,137.6,0.0,0.0,0.0,207.4
2024-07-28,35.7,70.5,0.0,0.0,0.0,106.2
2024-07-29,112.8,202.4,0.0,0.0,0.0,315.2
2024-07-30,80.0,187.8,0.0,0.0,0.0,267.8
2024-07-31,87.9,149.0,0.0,0.0,0.0,236.9
2024-08-01,54.2,87.9,0.0,0.0,0.0,142.1
2024-08-02,110.6,83.7,0.0,0.0,0.0,194.3
2024-08-03,117.0,43.4,0.0,0.0,0.0,160.4
2024-08-04,18.5,103.0,0.0,0.0,0.0,121.5
2024-08-05,81.2,159.0,0.0,0.0,0.0,240.2
2024-08-06,122.8,220.5,0.0,0.0,0.0,343.3
2024-08-07,84.7,87.5,0.0,0.0,0.0,172.2
2024-08-08,88.7,99.9,0.0,0.0,0.0,188.6
2024-08-09,93.2,89.4,0.0,0.0,0.0,182.6
2024-08-10,80.0,201.7,0.0,0.0,0.0,281.7
2024-08-11,80.0,121.1,0.0,0.0,0.0,201.1
2024-08-12,104.2,105.2,0.0,0.0,0.0,209.4
2024-08-13,117.4,172.1,0.0,0.0,0.0,289.5
2024-08-14,119.4,117.1,0.0,0.0,0.0,236.5
2024-08-15,67.5,82.4,0.0,0.0,0.0,149.9
2024-08-16,52.4,162.6,0.0,0.0,0.0,215.0
2024-08-17,132.5,87.0,0.0,0.0,0.0,219.5
2024-08-18,83.7,127.9,0.0,0.0,-9.0,211.6
2024-08-19,107.4,185.9,0.0,0.0,0.0,293.3
2024-08-20,49.8,93.9,0.0,0.0,0.0,143.7
2024-08-21,97.0,187.6,0.0,0.0,0.0,284.6
2024-08-22,90.1,134.0,0.0,0.0,0.0,224.1
2024-08-23,57.0,114.2,0.0,0.0,0.0,171.2
2024-08-24,70.5,104.6,0.0,0.0,0.0,175.1
2024-08-25,100.0,76.1,0.0,0.0,0.0,176.1
2024-08-26,103.7,102.1,0.0,0.0,-9.0,205.8
2024-08-27,87.4,151.4,0.0,0.0,0.0,238.8
2024-08-28,75.6,167.7,0.0,0.0,0.0,243.3
2024-08-29,62.4,128.6,0.0,0.0,0.0,191.0
2024-08-30,71.0,49.9,0.0,0.0,0.0,120.9
2024-08-31,33.2,92.2,0.0,0.0,0.0,125.4
2024-09-01,95.8,68.5,0.0,0.0,0.0,164.3
2024-09-02,56.2,60.0,0.0,0.0,0.0,116.2
2024-09-03,55.9,120.2,0.0,0.0,0.0,176.1
2024-09-04,32.4,156.5,0.0,0.0,0.0,188.9
2024-09-05,83.0,67.7,0.0,0.0,0.0,150.7
2024-09-06,86.5,187.1,0.0,0.0,0.0,273.6
2024-09-07,107.5,125.2,0.0,0.0,0.0,232.7
2024-09-08,110.6,124.0,0.0,0.0,0.0,234.6
2024-09-09,81.6,112.2,0.0,0.0,0.0,193.8
2024-09-10,59.7,221.2,0.0,0.0,0.0,280.9
2024-09-11,41.2,166.9,0.0,0.0,0.0,208.1
2024-09-12,37.8,150.0,0.0,0.0,0.0,187.8
2024-09-13,78.4,98.4,0.0,0.0,0.0,176.8
2024-09-14,34.5,200.8,0.0,0.0,0.0,235.3
2024-09-15,102.7,101.0,0.0,0.0,0.0,203.7
2024-09-16,50.2,168.8,0.0,0.0,0.0,219.0
2024-09-17,65.9,172.7,0.0,0.0,0.0,238.6
2024-09-18,50.7,52.2,0.0,0.0,0.0,102.9
2024-09-19,71.5,51.7,0.0,0.0,0.0,123.2
2024-09-20,35.7,181.6,0.0,0.0,0.0,217.3
2024-09-21,47.2,70.9,0.0,0.0,0.0,118.1
2024-09-22,40.7,82.0,0.0,0.0,0.0,122.7
2024-09-23,74.2,66.5,0.0,0.0,0.0,140.7
2024-09-24,42.5,25.5,0.0,0.0,0.0,68.0
2024-09-25,34.9,135.2,0.0,0.0,0.0,170.1
2024-09-26,119.0,68.0,0.0,0.0,0.0,187.0
2024-09-27,57.0,75.5,0.0,0.0,0.0,132.5
2024-09-28,65.1,139.2,0.0,0.0,0.0,204.3
2024-09-29,39.7,160.6,0.0,0.0,0.0,200.3
2024-09-30,65.0,55.0,0.0,0.0,0.0,120.0
2024-10-01,63.7,165.9,0.0,0.0,0.0,229.6
2024-10-02,77.5,129.0,0.0,0.0,0.0,206.5
2024-10-03,58.7,130.1,0.0,0.0,0.0,188.8
2024-10-04,50.0,38.2,0.0,0.0,0.0,88.2
2024-10-05,73.5,163.9,0.0,0.0,0.0,237.4
2024-10-06,39.0,154.6,0.0,0.0,0.0,193.6
2024-10-07,91.4,66.4,0.0,0.0,0.0,157.8
2024-10-08,75.1,111.4,0.0,0.0,0.0,186.5
2024-10-09,82.9,33.2,0.0,0.0,0.0,116.1
2024-10-10,48.0,79.7,0.0,0.0,0.0,127.7
2024-10-11,95.7,101.3,0.0,0.0,0.0,197.0
2024-10-12,66.4,148.2,0.0,0.0,0.0,214.6
2024-10-13,63.6,137.0,0.0,0.0,0.0,200.6
2024-10-14,105.9,104.0,0.0,0.0,0.0,209.9
2024-10-15,44.7,82.4,0.0,0.0,0.0,127.1
2024-10-16,51.9,77.0,0.0,0.0,0.0,128.9
2024-10-17,137.7,89.2,0.0,0.0,0.0,226.9
2024-10-18,76.7,33.7,0.0,0.0,0.0,110.4
2024-10-19,87.5,166.9,0.0,0.0,0.0,254.4
2024-10-20,81.6,148.1,0.0,0.0,0.0,229.7
2024-10-21,66.9,124.2,0.0,0.0,0.0,191.1
2024-10-22,65.4,106.9,0.0,0.0,0.0,172.3
2024-10-23,86.3,148.4,0.0,0.0,0.0,234.7
2024-10-24,26.0,118.7,0.0,0.0,0.0,144.7
2024-10-25,64.1,92.5,0.0,0.0,-5.0,156.6
2024-10-26,30.5,100.4,0.0,0.0,0.0,130.9
2024-10-27,53.6,182.9,0.0,0.0,0.0,236.5
2024-10-28,37.0,130.7,0.0,0.0,0.0,167.7
2024-10-29,56.6,103.5,0.0,0.0,0.0,160.1
2024-10-30,40.0,101.7,0.0,0.0,-4.5,141.7
2024-10-31,170.0,75.2,0.0,0.0,0.0,245.2
2024-11-01,124.2,107.8,0.0,0.0,0.0,232.0
2024-11-02,66.4,241.9,0.0,0.0,0.0,308.3
2024-11-03,80.8,154.7,0.0,0.0,0.0,235.5
2024-11-04,61.3,19.0,0.0,0.0,0.0,80.3
2024-11-05,56.4,100.5,0.0,0.0,0.0,156.9
2024-11-06,47.2,79.0,0.0,0.0,0.0,126.2
2024-11-07,77.2,68.4,0.0,0.0,-2.5,145.6
2024-11-08,91.9,103.6,0.0,0.0,0.0,195.5
2024-11-09,43.7,172.2,0.0,0.0,0.0,215.9
2024-11-10,33.0,128.5,0.0,0.0,0.0,161.5
2024-11-11,50.7,169.2,0.0,0.0,0.0,219.9
2024-11-12,31.0,79.9,0.0,0.0,0.0,110.9
2024-11-13,40.7,121.9,0.0,0.0,-7.5,162.6
2024-11-14,55.9,92.0,0.0,0.0,0.0,147.9
2024-11-15,132.4,106.5,0.0,0.0,0.0,238.9
2024-11-16,71.7,79.7,0.0,0.0,0.0,151.4
2024-11-17,93.2,65.0,0.0,0.0,0.0,158.2
2024-11-18,60.9,39.7,0.0,0.0,0.0,100.6
2024-11-19,51.4,30.5,0.0,0.0,0.0,81.9
2024-11-20,56.8,73.7,0.0,0.0,0.0,130.5
2024-11-21,73.4,51.5,0.0,0.0,0.0,124.9
2024-11-22,75.7,36.7,0.0,0.0,0.0,112.4
2024-11-23,68.0,73.2,0.0,0.0,0.0,141.2
2024-11-24,50.2,105.9,0.0,0.0,0.0,156.1
2024-11-25,67.3,67.0,0.0,0.0,0.0,134.3
2024-11-26,65.0,56.7,0.0,0.0,0.0,121.7
2024-11-27,74.0,91.5,0.0,0.0,0.0,165.5
2024-11-28,40.9,90.0,0.0,0.0,0.0,130.9
2024-11-29,67.2,140.4,0.0,0.0,0.0,207.6
2024-11-30,95.7,170.4,0.0,0.0,0.0,266.1
2024-12-01,117.9,72.0,0.0,0.0,0.0,189.9
2024-12-02,48.5,31.5,0.0,0.0,0.0,80.0
2024-12-03,77.3,58.4,0.0,0.0,0.0,135.7
2024-12-04,28.7,87.0,0.0,0.0,0.0,115.7
2024-12-05,77.9,55.5,0.0,0.0,0.0,133.4
2024-12-06,52.7,108.4,0.0,0.0,0.0,161.1
2024-12-07,88.9,118.8,0.0,0.0,0.0,207.7
2024-12-08,66.5,57.0,0.0,0.0,0.0,123.5
2024-12-09,10.0,77.5,0.0,0.0,0.0,87.5
2024-12-10,54.7,95.7,0.0,0.0,0.0,150.4
2024-12-11,14.5,71.5,0.0,0.0,0.0,86.0
2024-12-12,57.0,112.4,0.0,0.0,0.0,169.4
2024-12-13,90.4,115.2,0.0,0.0,0.0,205.6
2024-12-14,51.0,121.7,0.0,0.0,0.0,172.7
2024-12-15,105.8,141.4,0.0,0.0,0.0,247.2
2024-12-16,68.6,84.5,0.0,0.0,0.0,153.1
2024-12-17,45.9,61.3,0.0,0.0,0.0,107.2
2024-12-18,85.3,51.5,0.0,0.0,0.0,136.8
2024-12-19,47.0,65.2,0.0,0.0,0.0,112.2
2024-12-20,51.8,59.0,0.0,0.0,0.0,110.8
2024-12-21,40.0,112.7,0.0,0.0,0.0,152.7
2024-12-22,67.7,53.2,0.0,0.0,0.0,120.9
2024-12-23,59.7,152.1,0.0,0.0,0.0,211.8
2024-12-24,53.0,71.9,0.0,0.0,0.0,124.9
2024-12-25,53.2,97.1,0.0,0.0,0.0,150.3
2024-12-26,105.2,91.0,0.0,0.0,0.0,196.2
2024-12-27,130.8,115.9,0.0,0.0,0.0,246.7
2024-12-28,50.8,121.2,0.0,0.0,0.0,172.0
2024-12-29,62.5,215.2,0.0,0.0,0.0,277.7
2024-12-30,65.5,99.7,0.0,0.0,0.0,165.2
2024-12-31,38.2,47.5,0.0,0.0,0.0,85.7
2025-01-01,20.9,25.0,0.0,0.0,0.0,45.9
2025-01-02,103.4,156.9,0.0,0.0,0.0,260.3
2025-01-03,74.1,104.2,0.0,0.0,0.0,178.3
2025-01-04,86.5,177.2,0.0,0.0,0.0,263.7
2025-01-05,58.5,132.6,0.0,0.0,0.0,191.1
2025-01-06,57.9,99.2,0.0,0.0,0.0,157.1
2025-01-07,28.9,124.2,0.0,0.0,0.0,153.1
2025-01-08,12.0,91.7,0.0,0.0,0.0,103.7
2025-01-09,65.7,72.9,0.0,0.0,0.0,138.6
2025-01-10,73.2,97.4,0.0,0.0,0.0,170.6
2025-01-11,15.0,112.0,0.0,0.0,-20.0,127.0
2025-01-12,59.7,115.9,0.0,0.0,0.0,175.6
2025-01-13,43.0,26.5,0.0,0.0,0.0,69.5
2025-01-14,26.0,95.8,0.0,0.0,-2.0,121.8
2025-01-15,56.4,89.8,0.0,0.0,0.0,146.2
2025-01-16,71.7,74.0,0.0,0.0,0.0,145.7
2025-01-17,19.5,64.5,0.0,0.0,0.0,84.0
2025-01-18,146.1,164.3,0.0,0.0,0.0,310.4
2025-01-19,77.4,37.7,0.0,0.0,0.0,115.1
2025-01-20,127.2,156.7,0.0,0.0,0.0,283.9
2025-01-21,83.0,52.4,0.0,0.0,0.0,135.4
2025-01-22,29.0,63.2,0.0,0.0,0.0,92.2
2025-01-23,42.5,81.9,0.0,0.0,0.0,124.4
2025-01-24,51.7,54.7,0.0,0.0,0.0,106.4
2025-01-25,69.8,163.1,0.0,0.0,0.0,232.9
2025-01-26,61.0,114.2,0.0,0.0,0.0,175.2
2025-01-27,45.5,70.0,0.0,0.0,0.0,115.5
2025-01-28,24.5,82.5,0.0,0.0,0.0,107.0
2025-01-29,31.9,43.0,0.0,0.0,0.0,74.9
2025-01-30,82.4,91.5,0.0,0.0,0.0,173.9
2025-01-31,43.2,93.3,0.0,0.0,0.0,136.5
2025-02-01,49.7,97.9,0.0,0.0,-4.5,147.6
2025-02-02,23.5,129.4,0.0,0.0,0.0,152.9
2025-02-03,73.1,97.0,0.0,0.0,0.0,170.1
2025-02-04,24.0,71.6,0.0,0.0,0.0,95.6
2025-02-05,37.5,56.9,0.0,0.0,0.0,94.4
2025-02-06,50.0,44.0,0.0,0.0,0.0,94.0
2025-02-07,52.7,91.4,0.0,0.0,0.0,144.1
2025-02-08,93.5,108.4,0.0,0.0,0.0,201.9
2025-02-09,31.0,100.7,0.0,0.0,0.0,131.7
2025-02-10,33.5,76.6,0.0,0.0,0.0,110.1
2025-02-11,134.8,112.5,0.0,0.0,0.0,247.3
2025-02-12,19.0,75.2,0.0,0.0,0.0,94.2
2025-02-13,51.0,73.5,0.0,0.0,0.0,124.5
2025-02-14,99.7,32.0,0.0,0.0,0.0,131.7
2025-02-15,105.1,131.5,0.0,0.0,0.0,236.6
2025-02-16,133.4,77.0,0.0,0.0,0.0,210.4
2025-02-17,66.6,154.0,0.0,0.0,0.0,220.6
2025-02-18,44.5,57.0,0.0,0.0,0.0,101.5
2025-02-19,44.0,101.7,0.0,0.0,0.0,145.7
2025-02-20,77.5,73.2,0.0,0.0,0.0,150.7
2025-02-21,85.5,79.1,0.0,0.0,0.0,164.6
2025-02-22,219.4,189.7,0.0,0.0,-5.0,409.1
2025-02-23,57.5,102.1,0.0,0.0,0.0,159.6
2025-02-24,43.7,36.5,0.0,0.0,0.0,80.2
2025-02-25,25.0,63.4,0.0,0.0,0.0,88.4
2025-02-26,12.0,86.2,0.0,0.0,0.0,98.2
2025-02-27,46.0,85.2,0.0,0.0,0.0,131.2
2025-02-28,48.5,110.0,0.0,0.0,0.0,158.5
2025-03-01,51.7,47.0,0.0,0.0,0.0,98.7
2025-03-02,26.2,19.5,0.0,0.0,0.0,45.7
2025-03-03,26.7,38.2,0.0,0.0,0.0,64.9
2025-03-04,4.5,23.0,0.0,0.0,0.0,27.5
2025-03-05,53.7,66.2,0.0,0.0,0.0,119.9
2025-03-06,55.7,141.6,0.0,0.0,0.0,197.3
2025-03-07,66.4,123.4,0.0,0.0,0.0,189.8
2025-03-08,80.2,150.1,0.0,0.0,0.0,230.3
2025-03-09,87.2,114.6,0.0,0.0,0.0,201.8
2025-03-10,44.1,141.2,0.0,0.0,0.0,185.3
2025-03-11,118.0,80.0,0.0,0.0,0.0,198.0
2025-03-12,44.0,68.5,0.0,0.0,0.0,112.5
2025-03-13,23.5,61.0,0.0,0.0,0.0,84.5
2025-03-14,39.5,50.7,0.0,0.0,0.0,90.2
2025-03-15,52.4,131.9,0.0,0.0,0.0,184.3
2025-03-16,114.1,119.7,0.0,0.0,0.0,233.8
2025-03-17,24.3,55.0,0.0,0.0,0.0,79.3
2025-03-18,41.2,85.4,0.0,0.0,0.0,126.6
2025-03-19,41.9,139.1,0.0,0.0,0.0,181.0
2025-03-20,104.0,94.1,0.0,0.0,0.0,198.1
2025-03-21,18.5,0.0,0.0,0.0,0.0,18.5
2025-03-22,69.6,99.7,0.0,0.0,0.0,169.3
